,code,date,avg_price,win_rate,MACD_macd,EMA_gap,KDJ_J,RSI,MOM,MOM_gap,OBV,Long_Short_Rate_OBV,KDJ_J_pre,MOM_pre,MOM_gap_pre,OBV_pre,Long_Short_Rate_OBV_pre,MACD_macd_pre,EMA_gap_pre
4910,000858.XSHE,2013-11-12,16.775,-1.0,1,-1,3,-1,0,-1,-2,-3,1,0,-1,-2,-3,1,-1
4911,000858.XSHE,2013-11-13,16.76,-1.0,1,-1,1,-2,0,-1,-2,-3,-1,0,-1,-2,-3,1,-1
4912,000858.XSHE,2013-11-14,16.55,-1.0,1,-1,-1,-2,0,-1,-2,-3,-2,0,-1,-2,-3,0,-1
4913,000858.XSHE,2013-11-15,16.54,-1.0,0,-1,-2,-2,0,-1,-2,-3,0,0,-1,-2,-3,0,-1
4914,000858.XSHE,2013-11-18,16.76,-1.0,0,-1,0,-1,0,-1,-2,-3,1,-1,-1,-2,-3,0,0
4915,000858.XSHE,2013-11-19,16.81,-1.0,0,0,1,-1,-1,-1,-2,-3,1,0,-1,-2,-3,0,0
4916,000858.XSHE,2013-11-20,16.905,-1.0,0,0,1,-1,0,-1,-2,-3,-1,0,-1,-2,-3,0,0
4917,000858.XSHE,2013-11-21,16.675,-1.0,0,0,-1,-2,0,-1,-2,-3,-2,-1,-1,-2,-3,-1,-1
4918,000858.XSHE,2013-11-22,16.645,-1.0,-1,-1,-2,-2,-1,-1,-2,-3,-3,-1,-1,-2,-3,-1,-1
4919,000858.XSHE,2013-11-25,16.56,-1.0,-1,-1,-3,-2,-1,-1,-2,-3,-3,-1,-1,-2,-3,-1,-1
4920,000858.XSHE,2013-11-26,16.555,-1.0,-1,-1,-3,-2,-1,-1,-2,-3,-3,-1,-1,-2,-3,-1,-1
4921,000858.XSHE,2013-11-27,16.505,-1.0,-1,-1,-3,-2,-1,-1,-2,-3,-1,-1,-1,-2,-3,-1,-1
4922,000858.XSHE,2013-11-28,16.61,-1.0,-1,-1,-1,-1,-1,-1,-2,-3,0,-1,-1,-2,-3,0,-1
4923,000858.XSHE,2013-11-29,16.73,-1.0,0,-1,0,-1,-1,-1,-2,-3,-1,-1,-1,-2,-3,-1,-1
4924,000858.XSHE,2013-12-02,16.515,-1.0,-1,-1,-1,-2,-1,-1,-2,-3,-1,-1,-1,-2,-3,-1,-1
4925,000858.XSHE,2013-12-03,16.48,-1.0,-1,-1,-1,-1,-1,-1,-2,-3,0,0,-1,-2,-3,0,-1
4926,000858.XSHE,2013-12-04,16.675,-1.0,0,-1,0,-1,0,-1,-2,-3,3,0,-1,-2,-3,0,-1
4927,000858.XSHE,2013-12-05,16.73,-1.0,0,-1,3,-1,0,-1,-2,-3,3,-1,-1,-2,-3,0,-1
4928,000858.XSHE,2013-12-06,16.78,-1.0,0,-1,3,0,-1,-1,-2,-3,2,0,-1,-2,-3,0,-1
4929,000858.XSHE,2013-12-09,16.825,-1.0,0,-1,2,0,0,-1,-2,-3,1,0,-1,-2,-3,0,-1
4930,000858.XSHE,2013-12-10,16.775,-1.0,0,-1,1,-1,0,-1,-2,-3,-1,-1,-2,-2,-3,-1,-1
4931,000858.XSHE,2013-12-11,16.625,-1.0,-1,-1,-1,-2,-1,-2,-2,-3,-3,-1,-2,-2,-3,-1,-1
4932,000858.XSHE,2013-12-12,16.46,-1.0,-1,-1,-3,-2,-1,-2,-2,-3,-4,-1,-2,-2,-3,-1,-1
4933,000858.XSHE,2013-12-13,16.325,-1.0,-1,-1,-4,-2,-1,-2,-2,-3,-4,-1,-2,-2,-3,-1,-1
4934,000858.XSHE,2013-12-16,16.19,-1.0,-1,-1,-4,-4,-1,-2,-2,-3,-4,-2,-2,-2,-3,-1,-1
4935,000858.XSHE,2013-12-17,16.02,-1.0,-1,-1,-4,-3,-2,-2,-2,-3,-3,-1,-2,-2,-3,-1,-1
4936,000858.XSHE,2013-12-18,16.06,-1.0,-1,-1,-3,-3,-1,-2,-2,-3,-3,-1,-2,-2,-3,-1,-1
4937,000858.XSHE,2013-12-19,16.015,-1.0,-1,-1,-3,-4,-1,-2,-2,-3,-3,-2,-2,-2,-3,-1,-2
4938,000858.XSHE,2013-12-20,15.58,-1.0,-1,-2,-3,-4,-2,-2,-2,-3,-3,-2,-2,-2,-3,-2,-2
4939,000858.XSHE,2013-12-23,15.28,-1.0,-2,-2,-3,-4,-2,-2,-2,-3,-3,-2,-2,-2,-3,-1,-2
4940,000858.XSHE,2013-12-24,15.245,-1.0,-1,-2,-3,-4,-2,-2,-2,-3,-3,-2,-2,-2,-3,-1,-2
4941,000858.XSHE,2013-12-25,15.215,-1.0,-1,-2,-3,-4,-2,-2,-2,-3,-3,-2,-2,-2,-4,-1,-2
4942,000858.XSHE,2013-12-26,14.99,-1.0,-1,-2,-3,-4,-2,-2,-2,-4,-2,-1,-2,-2,-3,-1,-2
4943,000858.XSHE,2013-12-27,14.98,-1.0,-1,-2,-2,-3,-1,-2,-2,-3,-1,-1,-2,-2,-4,0,-2
4944,000858.XSHE,2013-12-30,15.055,-1.0,0,-2,-1,-4,-1,-2,-2,-4,1,-1,-2,-2,-3,0,-2
4945,000858.XSHE,2013-12-31,15.28,-1.0,0,-2,1,-1,-1,-2,-2,-3,1,0,-2,-2,-3,1,-1
4946,000858.XSHE,2014-01-02,15.47,-1.0,1,-1,1,-2,0,-2,-2,-3,1,0,-1,-2,-3,0,-1
4947,000858.XSHE,2014-01-03,15.26,-1.0,0,-1,1,-2,0,-2,-2,-3,-2,-1,-2,-2,-4,0,-1
4948,000858.XSHE,2014-01-06,14.87,-1.0,0,-1,-2,-3,-1,-2,-2,-4,-4,-1,-2,-2,-3,-1,-2
4949,000858.XSHE,2014-01-07,14.57,-1.0,-1,-2,-4,-3,-1,-2,-2,-3,-4,-2,-2,-2,-4,-1,-2
4950,000858.XSHE,2014-01-08,14.55,-1.0,-1,-2,-4,-4,-2,-2,-2,-4,-2,-2,-1,-2,-4,-1,-2
4951,000858.XSHE,2014-01-09,14.59,-1.0,-1,-2,-2,-3,-2,-1,-2,-4,-2,-1,-1,-2,-4,0,-2
4952,000858.XSHE,2014-01-10,14.63,1.0,0,-2,-2,-3,-1,-1,-2,-4,0,-1,-1,-2,-4,0,-1
4953,000858.XSHE,2014-01-13,14.84,-1.0,0,-1,0,-2,-1,-1,-2,-4,1,0,-1,-2,-3,0,-1
4954,000858.XSHE,2014-01-14,15.115,-1.0,0,-1,1,-1,0,-1,-2,-3,2,0,-1,-2,-4,1,-1
4955,000858.XSHE,2014-01-15,15.135,-1.0,1,-1,2,-2,0,-1,-2,-4,2,0,-1,-2,-4,0,-1
4956,000858.XSHE,2014-01-16,15.025,-1.0,0,-1,2,-1,0,-1,-2,-4,-1,0,-1,-2,-4,0,-1
4957,000858.XSHE,2014-01-17,14.845,-1.0,0,-1,-1,-2,0,-1,-2,-4,-1,-1,-1,-2,-4,0,-1
4958,000858.XSHE,2014-01-20,14.745,-1.0,0,-1,-1,-2,-1,-1,-2,-4,-2,-1,-1,-2,-4,-1,-1
4959,000858.XSHE,2014-01-21,14.77,-1.0,-1,-1,-2,-2,-1,-1,-2,-4,0,-1,-1,-2,-3,0,-1
4960,000858.XSHE,2014-01-22,14.965,-1.0,0,-1,0,-1,-1,-1,-2,-4,1,0,-1,-2,-3,0,-1
4961,000858.XSHE,2014-01-23,15.14,-1.0,0,-1,1,-1,0,-1,-2,-3,1,0,-1,-2,-4,0,-1
4962,000858.XSHE,2014-01-24,15.095,-1.0,0,-1,1,-1,0,-1,-2,-4,1,0,-1,-2,-4,0,-1
4963,000858.XSHE,2014-01-27,15.125,-1.0,0,-1,1,0,0,-1,-2,-4,0,0,-1,-2,-4,0,0
4964,000858.XSHE,2014-01-28,15.19,-1.0,0,0,0,-1,0,-1,-2,-4,-1,-1,-1,-2,-4,0,-1
4965,000858.XSHE,2014-01-29,15.01,-1.0,0,-1,-1,-2,-1,-1,-2,-4,-3,-1,-1,-2,-4,-1,-1
4966,000858.XSHE,2014-01-30,14.73,-1.0,-1,-1,-3,-2,-1,-1,-2,-4,-4,-1,-1,-2,-4,-1,-1
4967,000858.XSHE,2014-02-07,14.61,-1.0,-1,-1,-4,-2,-1,-1,-2,-4,-2,-1,-1,-2,-4,-1,-1
4968,000858.XSHE,2014-02-10,14.76,-1.0,-1,-1,-2,-2,-1,-1,-2,-4,0,-1,-1,-2,-4,-1,-1
4969,000858.XSHE,2014-02-11,14.89,-1.0,-1,-1,0,-1,-1,-1,-2,-4,0,-1,-1,-2,-3,0,-1
4970,000858.XSHE,2014-02-12,15.005,1.0,0,-1,0,-1,-1,-1,-2,-3,0,0,-1,-2,-4,0,-1
4971,000858.XSHE,2014-02-13,15.01,1.0,0,-1,0,-1,0,-1,-2,-4,2,0,-1,-2,-3,0,0
4972,000858.XSHE,2014-02-14,15.28,-1.0,0,0,2,1,0,-1,-2,-3,3,1,-1,-2,-3,1,0
4973,000858.XSHE,2014-02-17,15.9,-1.0,1,0,3,3,1,-1,-2,-3,3,1,-1,-2,-3,1,0
4974,000858.XSHE,2014-02-18,16.07,-1.0,1,0,3,2,1,-1,-2,-3,1,1,-1,-2,-3,1,0
4975,000858.XSHE,2014-02-19,16.06,-1.0,1,0,1,2,1,-1,-2,-3,0,1,-1,-2,-3,0,0
4976,000858.XSHE,2014-02-20,15.95,-1.0,0,0,0,1,1,-1,-2,-3,0,0,-1,-2,-3,0,0
4977,000858.XSHE,2014-02-21,15.85,-1.0,0,0,0,1,0,-1,-2,-3,0,-1,-1,-2,-3,-1,0
4978,000858.XSHE,2014-02-24,15.815,-1.0,-1,0,0,0,-1,-1,-2,-3,-2,-1,-1,-2,-4,-1,0
4979,000858.XSHE,2014-02-25,15.43,-1.0,-1,0,-2,-2,-1,-1,-2,-4,-4,-2,-1,-2,-3,-2,-1
4980,000858.XSHE,2014-02-26,15.06,-1.0,-2,-1,-4,-2,-2,-1,-2,-3,-4,-2,-1,-2,-3,-2,-1
4981,000858.XSHE,2014-02-27,15.115,1.0,-2,-1,-4,-2,-2,-1,-2,-3,-2,-1,-1,-2,-3,-2,-1
4982,000858.XSHE,2014-02-28,15.18,1.0,-2,-1,-2,-1,-1,-1,-2,-3,0,-1,-1,-2,-3,-1,-1
4983,000858.XSHE,2014-03-03,15.49,1.0,-1,-1,0,1,-1,-1,-2,-3,2,0,-1,-2,-3,0,-1
4984,000858.XSHE,2014-03-04,15.75,-1.0,0,-1,2,1,0,-1,-2,-3,3,1,-1,-2,-3,0,0
4985,000858.XSHE,2014-03-05,16.085,-1.0,0,0,3,2,1,-1,-2,-3,3,1,-1,-2,-3,0,0
4986,000858.XSHE,2014-03-06,16.105,-1.0,0,0,3,1,1,-1,-2,-3,2,1,-1,-2,-3,0,0
4987,000858.XSHE,2014-03-07,16.125,1.0,0,0,2,1,1,-1,-2,-3,0,0,-1,-2,-3,0,0
4988,000858.XSHE,2014-03-10,15.725,1.0,0,0,0,-1,0,-1,-2,-3,1,0,-1,-2,-3,0,0
4989,000858.XSHE,2014-03-11,15.995,1.0,0,0,1,1,0,-1,-2,-3,1,0,-1,-2,-3,0,0
4990,000858.XSHE,2014-03-12,16.67,1.0,0,0,1,2,0,-1,-2,-3,3,1,0,-2,-3,1,1
4991,000858.XSHE,2014-03-13,17.29,-1.0,1,1,3,3,1,0,-2,-3,2,1,0,-2,-3,1,1
4992,000858.XSHE,2014-03-14,17.59,-1.0,1,1,2,2,1,0,-2,-3,2,2,0,-1,-3,1,1
4993,000858.XSHE,2014-03-17,17.67,-1.0,1,1,2,3,2,0,-1,-3,2,2,0,-1,-3,1,1
4994,000858.XSHE,2014-03-18,17.835,-1.0,1,1,2,3,2,0,-1,-3,1,1,0,-1,-3,0,1
4995,000858.XSHE,2014-03-19,17.685,-1.0,0,1,1,2,1,0,-1,-3,-1,-1,-1,-1,-3,-1,1
4996,000858.XSHE,2014-03-20,17.24,1.0,-1,1,-1,0,-1,-1,-1,-3,-1,-1,-1,-1,-3,-2,0
4997,000858.XSHE,2014-03-21,17.2,-1.0,-2,0,-1,1,-1,-1,-1,-3,0,-1,-1,-1,-3,-1,0
4998,000858.XSHE,2014-03-24,17.58,-1.0,-1,0,0,1,-1,-1,-1,-3,-1,-1,-1,-1,-3,-1,0
4999,000858.XSHE,2014-03-25,17.425,-1.0,-1,0,-1,0,-1,-1,-1,-3,-3,-1,-1,-2,-3,-2,0
5000,000858.XSHE,2014-03-26,17.17,-1.0,-2,0,-3,0,-1,-1,-2,-3,-4,-1,-1,-2,-3,-2,0
5001,000858.XSHE,2014-03-27,17.075,-1.0,-2,0,-4,0,-1,-1,-2,-3,-4,-1,-1,-2,-3,-2,-1
5002,000858.XSHE,2014-03-28,16.815,1.0,-2,-1,-4,-1,-1,-1,-2,-3,-3,-2,-1,-2,-3,-2,-1
5003,000858.XSHE,2014-03-31,16.615,1.0,-2,-1,-3,-1,-2,-1,-2,-3,-1,-1,-1,-2,-3,-1,-1
5004,000858.XSHE,2014-04-01,16.935,-1.0,-1,-1,-1,0,-1,-1,-2,-3,1,-1,-1,-2,-3,-1,-1
5005,000858.XSHE,2014-04-02,17.225,-1.0,-1,-1,1,0,-1,-1,-2,-3,2,0,-1,-2,-3,0,-1
5006,000858.XSHE,2014-04-03,17.265,-1.0,0,-1,2,0,0,-1,-2,-3,1,0,-1,-2,-3,0,-1
5007,000858.XSHE,2014-04-04,17.155,-1.0,0,-1,1,0,0,-1,-2,-3,0,0,-1,-2,-3,0,-1
5008,000858.XSHE,2014-04-08,17.15,-1.0,0,-1,0,0,0,-1,-2,-3,1,0,-1,-2,-3,0,-1
5009,000858.XSHE,2014-04-09,17.29,1.0,0,-1,1,0,0,-1,-2,-3,2,0,-1,-2,-3,0,0
5010,000858.XSHE,2014-04-10,17.365,-1.0,0,0,2,1,0,-1,-1,-3,2,0,-1,-1,-3,0,0
5011,000858.XSHE,2014-04-11,17.81,-1.0,0,0,2,2,0,-1,-1,-3,2,0,-1,-1,-3,1,0
5012,000858.XSHE,2014-04-14,17.985,-1.0,1,0,2,1,0,-1,-1,-3,0,0,-1,-1,-3,0,0
5013,000858.XSHE,2014-04-15,17.775,-1.0,0,0,0,0,0,-1,-1,-3,-1,0,-1,-1,-3,0,0
5014,000858.XSHE,2014-04-16,17.63,-1.0,0,0,-1,0,0,-1,-1,-3,-1,0,-1,-1,-3,-1,0
5015,000858.XSHE,2014-04-17,17.645,-1.0,-1,0,-1,0,0,-1,-1,-3,0,-1,-1,-1,-3,-1,0
5016,000858.XSHE,2014-04-18,17.625,-1.0,-1,0,0,0,-1,-1,-1,-3,-2,-1,-1,-1,-3,-1,-1
5017,000858.XSHE,2014-04-21,17.365,1.0,-1,-1,-2,-1,-1,-1,-1,-3,-3,-1,-1,-1,-3,-2,-1
5018,000858.XSHE,2014-04-22,17.105,1.0,-2,-1,-3,-1,-1,-1,-1,-3,-2,-1,-1,-1,-3,-1,-1
5019,000858.XSHE,2014-04-23,17.395,-1.0,-1,-1,-2,0,-1,-1,-1,-3,1,0,-1,-1,-3,0,-1
5020,000858.XSHE,2014-04-24,17.785,-1.0,0,-1,1,1,0,-1,-1,-3,1,-1,-1,-1,-3,-1,-1
5021,000858.XSHE,2014-04-25,17.455,-1.0,-1,-1,1,-1,-1,-1,-1,-3,-1,-1,-1,-1,-3,-1,-1
5022,000858.XSHE,2014-04-28,17.255,-1.0,-1,-1,-1,-1,-1,-1,-1,-3,-1,0,-1,-1,-3,-1,-1
5023,000858.XSHE,2014-04-29,17.335,-1.0,-1,-1,-1,0,0,-1,-1,-3,1,0,-1,-1,-3,0,-1
5024,000858.XSHE,2014-04-30,17.575,-1.0,0,-1,1,0,0,-1,-1,-3,0,-1,-1,-1,-3,-1,-1
5025,000858.XSHE,2014-05-05,17.315,-1.0,-1,-1,0,-1,-1,-1,-1,-3,-2,-1,-1,-1,-3,-1,-1
5026,000858.XSHE,2014-05-06,17.045,-1.0,-1,-1,-2,-2,-1,-1,-1,-3,-4,-1,-1,-1,-3,-1,-1
5027,000858.XSHE,2014-05-07,17.035,-1.0,-1,-1,-4,-2,-1,-1,-1,-3,-4,-1,-1,-1,-3,-1,-1
5028,000858.XSHE,2014-05-08,16.955,-1.0,-1,-1,-4,-2,-1,-1,-1,-3,-3,-1,-1,-1,-3,-1,-1
5029,000858.XSHE,2014-05-09,16.895,-1.0,-1,-1,-3,-2,-1,-1,-1,-3,-2,-1,-1,-1,-3,-1,-1
5030,000858.XSHE,2014-05-12,17.075,-1.0,-1,-1,-2,-1,-1,-1,-1,-3,0,0,-1,-1,-3,0,-1
5031,000858.XSHE,2014-05-13,17.205,-1.0,0,-1,0,-1,0,-1,-1,-3,-1,-1,-1,-1,-3,0,-1
5032,000858.XSHE,2014-05-14,17.105,-1.0,0,-1,-1,-2,-1,-1,-1,-3,-3,-1,-1,-1,-3,-1,-1
5033,000858.XSHE,2014-05-15,16.84,-1.0,-1,-1,-3,-2,-1,-1,-1,-3,-4,-1,-1,-1,-3,-1,-1
5034,000858.XSHE,2014-05-16,16.76,-1.0,-1,-1,-4,-2,-1,-1,-1,-3,-3,-1,-1,-2,-3,-1,-1
5035,000858.XSHE,2014-05-19,16.495,-1.0,-1,-1,-3,-3,-1,-1,-2,-3,-2,-2,-1,-2,-3,-1,-2
5036,000858.XSHE,2014-05-20,16.27,-1.0,-1,-2,-2,-4,-2,-1,-2,-3,-2,-2,-1,-2,-3,-1,-2
5037,000858.XSHE,2014-05-21,16.22,-1.0,-1,-2,-2,-2,-2,-1,-2,-3,-1,-1,-1,-2,-3,-1,-2
5038,000858.XSHE,2014-05-22,16.36,-1.0,-1,-2,-1,-2,-1,-1,-2,-3,0,-1,-1,-2,-3,0,-1
5039,000858.XSHE,2014-05-23,16.44,-1.0,0,-1,0,-2,-1,-1,-2,-3,0,-1,-1,-2,-3,0,-1
5040,000858.XSHE,2014-05-26,16.59,-1.0,0,-1,0,-2,-1,-1,-2,-3,0,0,-1,-2,-3,0,-1
5041,000858.XSHE,2014-05-27,16.6,-1.0,0,-1,0,-2,0,-1,-2,-3,2,0,-1,-2,-3,0,-1
5042,000858.XSHE,2014-05-28,16.73,-1.0,0,-1,2,-1,0,-1,-2,-3,2,0,-1,-2,-3,0,-1
5043,000858.XSHE,2014-05-29,16.815,-1.0,0,-1,2,-1,0,-1,-1,-3,2,0,-1,-2,-3,0,-1
5044,000858.XSHE,2014-05-30,16.785,-1.0,0,-1,2,-1,0,-1,-2,-3,1,0,-1,-2,-3,0,-1
5045,000858.XSHE,2014-06-03,16.745,-1.0,0,-1,1,-1,0,-1,-2,-3,-1,-1,-1,-2,-3,0,-1
5046,000858.XSHE,2014-06-04,16.615,1.0,0,-1,-1,-2,-1,-1,-2,-3,-1,-1,-1,-2,-3,0,-1
5047,000858.XSHE,2014-06-05,16.665,-1.0,0,-1,-1,-1,-1,-1,-2,-3,1,0,-1,-1,-3,0,-1
5048,000858.XSHE,2014-06-06,16.925,-1.0,0,-1,1,0,0,-1,-1,-3,3,0,-1,-1,-3,0,0
5049,000858.XSHE,2014-06-09,16.965,1.0,0,0,3,0,0,-1,-1,-3,3,0,-1,-1,-3,0,0
5050,000858.XSHE,2014-06-10,17.17,-1.0,0,0,3,1,0,-1,-1,-3,2,0,-1,-1,-3,0,0
5051,000858.XSHE,2014-06-11,17.45,-1.0,0,0,2,2,0,-1,-1,-3,2,0,-1,-1,-3,0,0
5052,000858.XSHE,2014-06-12,17.515,-1.0,0,0,2,2,0,-1,-1,-3,1,0,-1,-1,-3,0,0
5053,000858.XSHE,2014-06-13,17.605,-1.0,0,0,1,2,0,-1,-1,-3,1,0,-1,-1,-3,0,0
5054,000858.XSHE,2014-06-16,17.575,-1.0,0,0,1,1,0,-1,-1,-3,0,0,-1,-1,-3,-1,0
5055,000858.XSHE,2014-06-17,17.31,-1.0,-1,0,0,0,0,-1,-1,-3,-2,-1,-1,-1,-3,-1,0
5056,000858.XSHE,2014-06-18,17.16,-1.0,-1,0,-2,0,-1,-1,-1,-3,-3,-1,-1,-1,-3,-1,-1
5057,000858.XSHE,2014-06-19,17.17,-1.0,-1,-1,-3,0,-1,-1,-1,-3,-3,-1,-1,-1,-3,-1,-1
5058,000858.XSHE,2014-06-20,17.14,1.0,-1,-1,-3,-1,-1,-1,-1,-3,-2,-1,-1,-1,-3,-1,-1
5059,000858.XSHE,2014-06-23,17.15,-1.0,-1,-1,-2,0,-1,-1,-1,-3,0,0,-1,-1,-3,-1,-1
5060,000858.XSHE,2014-06-24,17.435,-1.0,-1,-1,0,1,0,-1,-1,-3,2,0,-1,-1,-3,0,0
5061,000858.XSHE,2014-06-25,17.56,-1.0,0,0,2,1,0,-1,-1,-3,2,0,-1,-1,-3,0,0
5062,000858.XSHE,2014-06-26,17.66,-1.0,0,0,2,1,0,-1,-1,-3,1,0,-1,-1,-3,0,0
5063,000858.XSHE,2014-06-27,17.79,-1.0,0,0,1,2,0,-1,-1,-3,2,0,-1,-1,-3,0,0
5064,000858.XSHE,2014-06-30,17.88,-1.0,0,0,2,2,0,-1,-1,-3,-2,-1,-1,-1,-3,-1,-1
5065,000858.XSHE,2014-07-01,17.17,-1.0,-1,-1,-2,-2,-1,-1,-1,-3,-4,-1,-1,-1,-3,-1,-1
5066,000858.XSHE,2014-07-02,17.05,-1.0,-1,-1,-4,-1,-1,-1,-1,-3,-4,-1,-1,-1,-3,-1,-1
5067,000858.XSHE,2014-07-03,17.24,-1.0,-1,-1,-4,0,-1,-1,-1,-3,-2,-1,-1,-1,-3,-1,-1
5068,000858.XSHE,2014-07-04,17.385,-1.0,-1,-1,-2,-1,-1,-1,-1,-3,0,-1,-1,-1,-3,-1,-1
5069,000858.XSHE,2014-07-07,17.465,-1.0,-1,-1,0,0,-1,-1,-1,-3,1,0,-1,-1,-3,0,-1
5070,000858.XSHE,2014-07-08,17.71,-1.0,0,-1,1,1,0,-1,-1,-3,0,0,-1,-1,-3,0,-1
5071,000858.XSHE,2014-07-09,17.495,1.0,0,-1,0,-1,0,-1,-1,-3,0,0,-1,-1,-3,0,-1
5072,000858.XSHE,2014-07-10,17.515,1.0,0,-1,0,0,0,-1,-1,-3,1,0,-1,-1,-3,0,0
5073,000858.XSHE,2014-07-11,17.81,1.0,0,0,1,1,0,-1,-1,-3,3,1,-1,-1,-3,1,0
5074,000858.XSHE,2014-07-14,18.435,-1.0,1,0,3,3,1,-1,-1,-3,3,1,0,-1,-3,1,1
5075,000858.XSHE,2014-07-15,19.055,-1.0,1,1,3,3,1,0,-1,-3,1,1,0,-1,-3,1,1
5076,000858.XSHE,2014-07-16,19.195,-1.0,1,1,1,3,1,0,-1,-3,-1,1,0,-1,-3,1,1
5077,000858.XSHE,2014-07-17,18.925,-1.0,1,1,-1,1,1,0,-1,-3,0,1,0,-1,-3,0,1
5078,000858.XSHE,2014-07-18,18.915,-1.0,0,1,0,2,1,0,-1,-3,0,0,-1,-1,-3,0,1
5079,000858.XSHE,2014-07-21,19.075,-1.0,0,1,0,1,0,-1,-1,-3,2,0,-1,-1,-3,0,1
5080,000858.XSHE,2014-07-22,19.2,-1.0,0,1,2,2,0,-1,-1,-3,2,0,-1,-1,-3,0,1
5081,000858.XSHE,2014-07-23,19.46,-1.0,0,1,2,2,0,-1,-1,-3,2,0,-1,-1,-3,0,1
5082,000858.XSHE,2014-07-24,19.525,-1.0,0,1,2,2,0,-1,-1,-3,1,0,-1,-1,-3,-1,1
5083,000858.XSHE,2014-07-25,19.57,-1.0,-1,1,1,2,0,-1,-1,-3,1,0,-1,-1,-3,0,1
5084,000858.XSHE,2014-07-28,19.84,-1.0,0,1,1,3,0,-1,-1,-3,0,0,-1,-1,-3,-1,1
5085,000858.XSHE,2014-07-29,19.805,-1.0,-1,1,0,1,0,-1,-1,-3,-1,-1,-1,-1,-3,-1,0
5086,000858.XSHE,2014-07-30,19.355,-1.0,-1,0,-1,0,-1,-1,-1,-3,-3,-1,-1,-1,-3,-2,0
5087,000858.XSHE,2014-07-31,19.285,-1.0,-2,0,-3,1,-1,-1,-1,-3,-3,-1,-1,-1,-3,-2,0
5088,000858.XSHE,2014-08-01,19.315,-1.0,-2,0,-3,0,-1,-1,-1,-3,-1,-1,-1,-1,-3,-1,0
5089,000858.XSHE,2014-08-04,19.49,-1.0,-1,0,-1,1,-1,-1,-1,-3,-1,-1,-1,-1,-3,-1,0
5090,000858.XSHE,2014-08-05,19.59,-1.0,-1,0,-1,1,-1,-1,-1,-3,-1,-1,-1,-1,-3,-1,0
5091,000858.XSHE,2014-08-06,19.38,-1.0,-1,0,-1,0,-1,-1,-1,-3,-3,-1,-1,-1,-3,-1,-1
5092,000858.XSHE,2014-08-07,19.15,-1.0,-1,-1,-3,-1,-1,-1,-1,-3,-3,-1,-1,-1,-3,-2,-1
5093,000858.XSHE,2014-08-08,18.99,-1.0,-2,-1,-3,-1,-1,-1,-1,-3,-2,-1,-1,-1,-3,-1,-1
5094,000858.XSHE,2014-08-11,19.105,-1.0,-1,-1,-2,0,-1,-1,-1,-3,0,-1,-1,-1,-3,-1,-1
5095,000858.XSHE,2014-08-12,19.185,-1.0,-1,-1,0,0,-1,-1,-1,-3,1,-1,-1,-1,-3,-1,-1
5096,000858.XSHE,2014-08-13,19.335,-1.0,-1,-1,1,1,-1,-1,-1,-3,0,0,-1,-1,-3,0,-1
5097,000858.XSHE,2014-08-14,19.4,-1.0,0,-1,0,0,0,-1,-1,-3,1,0,-1,-1,-3,0,-1
5098,000858.XSHE,2014-08-15,19.39,-1.0,0,-1,1,0,0,-1,-1,-3,1,0,-1,-1,-3,0,0
5099,000858.XSHE,2014-08-18,19.605,-1.0,0,0,1,1,0,-1,-1,-3,1,0,-1,-1,-3,0,0
5100,000858.XSHE,2014-08-19,19.57,-1.0,0,0,1,0,0,-1,-1,-3,2,0,-1,-1,-3,0,0
5101,000858.XSHE,2014-08-20,19.58,-1.0,0,0,2,1,0,-1,-1,-3,0,0,-1,-1,-3,0,0
5102,000858.XSHE,2014-08-21,19.585,-1.0,0,0,0,0,0,-1,-1,-3,-1,-1,-1,-1,-3,-1,-1
5103,000858.XSHE,2014-08-22,19.435,-1.0,-1,-1,-1,0,-1,-1,-1,-3,-4,-1,-1,-1,-3,-1,-1
5104,000858.XSHE,2014-08-25,19.125,-1.0,-1,-1,-4,-2,-1,-1,-1,-3,-4,-2,-1,-1,-3,-2,-1
5105,000858.XSHE,2014-08-26,18.765,-1.0,-2,-1,-4,-2,-2,-1,-1,-3,-4,-2,-1,-1,-3,-2,-1
5106,000858.XSHE,2014-08-27,18.74,-1.0,-2,-1,-4,-2,-2,-1,-1,-3,-4,-2,-1,-1,-3,-2,-2
5107,000858.XSHE,2014-08-28,18.54,-1.0,-2,-2,-4,-3,-2,-1,-1,-3,-2,-2,-1,-1,-3,-1,-2
5108,000858.XSHE,2014-08-29,18.565,1.0,-1,-2,-2,-2,-2,-1,-1,-3,-1,-1,-1,-1,-3,-1,-1
5109,000858.XSHE,2014-09-01,18.78,-1.0,-1,-1,-1,-1,-1,-1,-1,-3,1,0,-1,-1,-3,0,-1
5110,000858.XSHE,2014-09-02,19.135,-1.0,0,-1,1,0,0,-1,-1,-3,2,0,-1,-1,-3,1,-1
5111,000858.XSHE,2014-09-03,19.4,-1.0,1,-1,2,0,0,-1,-1,-3,3,1,-1,-1,-3,1,0
5112,000858.XSHE,2014-09-04,19.495,-1.0,1,0,3,1,1,-1,-1,-3,2,1,-1,-1,-3,1,0
5113,000858.XSHE,2014-09-05,19.535,-1.0,1,0,2,0,1,-1,-1,-3,0,0,-1,-1,-3,0,0
5114,000858.XSHE,2014-09-09,19.285,-1.0,0,0,0,-1,0,-1,-1,-3,-1,-1,-1,-1,-3,0,-1
